Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02R;Kingombe HPK;;-4,70509;17,886121;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB02R;Kingombe HPK;;-4,70509;17,886121;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03;Kingombe HPK;;-4,709527;17,884733;;T0;7/14/15;9;1
KGB03R;Kingombe HPK;;-4,705125;17,887023;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB03R;Kingombe HPK;;-4,705125;17,887023;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04;Kingombe HPK;;-4,709848;17,884968;;T0;7/14/15;9;1
KGB04R;Kingombe HPK;;-4,704199;17,887197;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB04R;Kingombe HPK;;-4,704199;17,887197;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05;Kingombe HPK;;-4,709785;17,884247;;T0;7/14/15;9;1
KGB05R;Kingombe HPK;;-4,705709;17,887568;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB05R;Kingombe HPK;;-4,705709;17,887568;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06;Kingombe HPK;;-4,709433;17,884035;;T0;7/14/15;9;0
KGB06R;Kingombe HPK;;-4,705945;17,888633;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB06R;Kingombe HPK;;-4,705945;17,888633;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07;Kingombe HPK;;-4,709315;17,883963;;T0;7/14/15;9;0
KGB07R;Kingombe HPK;;-4,706055;17,889535;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB07R;Kingombe HPK;;-4,706055;17,889535;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08;Kingombe HPK;;-4,708807;17,883908;;T0;7/14/15;9;0
KGB08R;Kingombe HPK;;-4,706344;17,8904;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB08R;Kingombe HPK;;-4,706344;17,8904;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB01;KIBAYI;;-4,423257;17,714548;Tributary;May 2017 Survey;5/13/17;2;1
KIB01;KIBAYI;;-4,423257;17,714548;Tributary;May 2017 Survey;5/13/17;2;1
KIB02;KIBAYI;;-4,423301;17,714243;Tributary;May 2017 Survey;5/13/17;2;1
KIB02;KIBAYI;;-4,423301;17,714243;Tributary;May 2017 Survey;5/13/17;2;1
KIB03;KIBAYI;;-4,423134;17,713984;Tributary;May 2017 Survey;5/13/17;2;0
KIB03;KIBAYI;;-4,423134;17,713984;Tributary;May 2017 Survey;5/13/17;2;0
KIB04;KIBAYI;;-4,423514;17,714104;Pond;May 2017 Survey;5/13/17;2;0
KIB04;KIBAYI;;-4,423514;17,714104;Pond;May 2017 Survey;5/13/17;2;0
KIB05;KIBAYI;;-4,424173;17,714565;Pond;May 2017 Survey;5/13/17;2;0
KIB05;KIBAYI;;-4,424173;17,714565;Pond;May 2017 Survey;5/13/17;2;0
KIB06;KIBAYI;;-4,423595;17,713537;Pond;May 2017 Survey;5/13/17;2;0
KIB06;KIBAYI;;-4,423595;17,713537;Pond;May 2017 Survey;5/13/17;2;0
KIB07;KIBAYI;;-4,423367;17,713245;Pond;May 2017 Survey;5/13/17;2;0
KIB07;KIBAYI;;-4,423367;17,713245;Pond;May 2017 Survey;5/13/17;2;0
KIB08;KIBAYI;;-4,423527;17,712827;Pond;May 2017 Survey;5/13/17;2;0
KIB08;KIBAYI;;-4,423527;17,712827;Pond;May 2017 Survey;5/13/17;2;0
KIB09;KIBAYI;;-4,423226;17,712402;Pond;May 2017 Survey;5/13/17;1;0
KIB1;KIMBULU;;-4,605911;17,932188;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB1;KIMBULU;;-4,605911;17,932188;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB10;KIBAYI;;-4,423735;17,712302;Pond;May 2017 Survey;5/13/17;1;0
KIB2;KIMBULU;;-4,606811;17,932201;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB2;KIMBULU;;-4,606811;17,932201;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB3;KIMBULU;;-4,60503;17,932396;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB3;KIMBULU;;-4,60503;17,932396;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB4;KIMBULU;;-4,605002;17,933305;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB4;KIMBULU;;-4,605002;17,933305;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB5;KIMBULU;;-4,604432;17,942314;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB5;KIMBULU;;-4,604432;17,942314;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB6;KIMBULU;;-4,60361;17,942687;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB6;KIMBULU;;-4,60361;17,942687;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB7;KIMBULU;;-4,602761;17,943002;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB7;KIMBULU;;-4,602761;17,943002;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB8;KIMBULU;;-4,601979;17,943536;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIB8;KIMBULU;;-4,601979;17,943536;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KII01;Kimbi;;-4,214335;17,941285;River;Inzia T0;7/14/17;1;4
KII01F;Kiboko II;;-4,379546;17,790898;Fishpond;FebMar 2017;3/20/17;1;0
KII02;Kimbi;;-4,214325;17,941361;River;Inzia T0;7/14/17;1;5
KII02F;Kiboko II;;-4,379409;17,790329;Fishpond;FebMar 2017;3/20/17;1;0
KII03;Kimbi;;-4,214272;17,940826;River;Inzia T0;7/14/17;1;1
KII03F;Kiboko II;;-4,378817;17,789893;Fishpond;FebMar 2017;3/20/17;1;0
KII04;Kimbi;;-4,214266;17,940678;River;Inzia T0;7/14/17;1;10
KII04F;Kiboko II;;-4,378642;17,789711;Fishpond;FebMar 2017;3/20/17;1;0
KII05;Kimbi;;-4,21444;17,940709;River;Inzia T0;7/14/17;1;3
KII05F;Kiboko II;;-4,378267;17,789298;Fishpond;FebMar 2017;3/20/17;1;0
KII06;Kimbi;;-4,219283;17,942382;River;Inzia T0;7/14/17;1;3
KII06F;Kiboko II;;-4,378206;17,789045;Fishpond;FebMar 2017;3/20/17;1;0
KII07;Kiboko II;;-4,377686;17,788691;Fishpond;FebMar 2017;3/20/17;1;0
KII08;Kiboko II;;-4,377396;17,788206;Fishpond;FebMar 2017;3/20/17;1;0
KIM01;Kimburi;;-4,314184;17,995446;Village;Selby August 2016;8/27/16;1;0
KIM02;Kimburi;;-4,315327;17,99628;Village;Selby August 2016;8/27/16;1;0
KIM03;Kimburi;;-4,316625;17,99652;Village;Selby August 2016;8/27/16;1;0
KIM04;Kimburi;;-4,315553;17,995224;Village;Selby August 2016;8/27/16;1;0
KIM05;Kimburi;;-4,316578;17,994273;Village;Selby August 2016;8/27/16;1;0
KIM06;Kimburi;;-4,318822;17,984114;Fishpond;Selby August 2016;8/27/16;1;0
KIM07;Kimburi;;-4,32004;17,983007;Stream/bridge in pond area;Selby August 2016;8/27/16;1;0
KIM08;Kimburi;;-4,321121;17,981839;Fishpond;Selby August 2016;8/27/16;1;0
KIM09;Kimburi;;-4,321036;17,981097;Fishpond;Selby August 2016;8/27/16;1;0
KIM1;KIMBEMBO MIKUBU;;-4,6989;17,914023;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM1;KIMBEMBO MIKUBU;;-4,6989;17,914023;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM2;KIMBEMBO MIKUBU;;-4,575259;17,950409;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM2;KIMBEMBO MIKUBU;;-4,575259;17,950409;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM3;KIMBEMBO MIKUBU;;-4,574422;17,950078;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KIM3;KIMBEMBO MIKUBU;;-4,574422;17,950078;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KIM4;KIMBEMBO MIKUBU;;-4,573531;17,950082;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM4;KIMBEMBO MIKUBU;;-4,573531;17,950082;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM5;KIMBEMBO MIKUBU;;-4,57569;17,944765;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM5;KIMBEMBO MIKUBU;;-4,57569;17,944765;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM6;KIMBEMBO MIKUBU;;-4,576586;17,944714;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM6;KIMBEMBO MIKUBU;;-4,576586;17,944714;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM7;KIMBEMBO MIKUBU;;-4,577469;17,94492;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM7;KIMBEMBO MIKUBU;;-4,577469;17,94492;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM8;KIMBEMBO MIKUBU;;-4,578368;17,944941;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIM8;KIMBEMBO MIKUBU;;-4,578368;17,944941;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KIN01;KINZAMBA 1;;-4,342141;17,78228;River;May 2017 Survey;5/13/17;2;4
KIN01;KINZAMBA 1;;-4,342141;17,78228;River;May 2017 Survey;5/13/17;2;4
KIN02;KINZAMBA 1;;-4,34266;17,781473;River;May 2017 Survey;5/13/17;2;0
KIN02;KINZAMBA 1;;-4,34266;17,781473;River;May 2017 Survey;5/13/17;2;0
KIN03;KINZAMBA 1;;-4,342872;17,781089;River;May 2017 Survey;5/13/17;2;0
KIN03;KINZAMBA 1;;-4,342872;17,781089;River;May 2017 Survey;5/13/17;2;0
KIN04;KINZAMBA 1;;-4,341919;17,782445;River;May 2017 Survey;5/13/17;2;1
KIN04;KINZAMBA 1;;-4,341919;17,782445;River;May 2017 Survey;5/13/17;2;1
KIN05;KINZAMBA 1;;-4,34081;17,782747;River;May 2017 Survey;5/13/17;2;2
KIN05;KINZAMBA 1;;-4,34081;17,782747;River;May 2017 Survey;5/13/17;2;2
KIN06;KINZAMBA 1;;-4,340517;17,782747;River;May 2017 Survey;5/13/17;2;3
KIN06;KINZAMBA 1;;-4,340517;17,782747;River;May 2017 Survey;5/13/17;2;3
KIN07;KINZAMBA 1;;-4,340203;17,782865;River;May 2017 Survey;5/13/17;2;0
KIN07;KINZAMBA 1;;-4,340203;17,782865;River;May 2017 Survey;5/13/17;2;0
KIN08;KINZAMBA 1;;-4,339197;17,783134;River;May 2017 Survey;5/13/17;2;12
KIN08;KINZAMBA 1;;-4,339197;17,783134;River;May 2017 Survey;5/13/17;2;12
KIT1;KITOY VILLAGE;;-4,402254;17,844643;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT1;KITOY VILLAGE;;-4,402254;17,844643;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT2;KITOY VILLAGE;;-4,403072;17,845025;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT2;KITOY VILLAGE;;-4,403072;17,845025;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT3;KITOY VILLAGE;;-4,403501;17,845817;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT3;KITOY VILLAGE;;-4,403501;17,845817;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT4;KITOY VILLAGE;;-4,404348;17,846146;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT4;KITOY VILLAGE;;-4,404348;17,846146;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT5;KITOY VILLAGE;;-4,391094;17,840972;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT5;KITOY VILLAGE;;-4,391094;17,840972;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT6;KITOY VILLAGE;;-4,391354;17,84011;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT6;KITOY VILLAGE;;-4,391354;17,84011;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT7;KITOY VILLAGE;;-4,39202;17,839501;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT7;KITOY VILLAGE;;-4,39202;17,839501;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT8;KITOY VILLAGE;;-4,392651;17,838846;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIT8;KITOY VILLAGE;;-4,392651;17,838846;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
KIV01;Kivima;;-4,74838;18,107769;Fishpond;Selby August 2016;8/26/16;1;0
KIV02;Kivima;;-4,723997;18,110509;Fishpond;Selby August 2016;8/26/16;1;0
KIV03;Kivima;;-4,724792;18,111062;Fishpond;Selby August 2016;8/26/16;1;0
KIV04;Kivima;;-4,725497;18,111575;Fishpond;Selby August 2016;8/26/16;1;0
KIV05;Kivima;;-4,730323;18,112756;Village;Selby August 2016;8/26/16;1;0
KIV06;Kivima;;-4,731221;18,112698;Village;Selby August 2016;8/26/16;1;0
KIV07;Kivima;;-4,731666;18,111909;Village;Selby August 2016;8/26/16;1;0
KIV08;Kivima;;-4,732292;18,111255;Village;Selby August 2016;8/26/16;1;0
KIV09;Kivima;;-4,735202;18,122875;Fishpond;Selby August 2016;8/26/16;1;0
KIV10;Kivima;;-4,736044;18,123454;Fishpond;Selby August 2016;8/26/16;1;0
KIV11;Kivima;;-4,736692;18,124575;Fishpond;Selby August 2016;8/26/16;1;0
KIV12;Kivima;;-4,736382;18,12238;Fishpond;Selby August 2016;8/26/16;1;0
KIV13;Kivima;;-4,732584;18,113746;Village;Selby August 2016;8/26/16;1;0
KIV14;Kivima;;-4,731467;18,113472;Village;Selby August 2016;8/26/16;1;0
KIV15;Kivima;;-4,730456;18,113543;Village;Selby August 2016;8/26/16;1;0
KIV16;Kivima;;-4,732891;18,112603;Village;Selby August 2016;8/26/16;1;0
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2
KW1;KIWAWA FIOTI;;-4,695231;17,945238;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW1;KIWAWA FIOTI;;-4,695231;17,945238;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW101;KIMWANZA 1;;-4,354802;17,767004;River;Inzia T0;7/10/17;1;0
KW101A;KIMWANZA 1;;-4,354437;17,766944;River;Inzia T0;7/10/17;1;0
KW101M;KIMWANZA 1;;-4,354802;17,767004;River;May 2017 Survey;5/13/17;1;0
KW101MA;KIMWANZA 1;;-4,354437;17,766944;River;May 2017 Survey;5/13/17;1;0
KW103;KIMWANZA 1;;-4,354003;17,766742;River;May 2017 Survey;5/13/17;2;0
KW103;KIMWANZA 1;;-4,354003;17,766742;River;May 2017 Survey;5/13/17;2;0
KW104;KIMWANZA 1;;-4,353687;17,766454;River;May 2017 Survey;5/13/17;2;1
KW104;KIMWANZA 1;;-4,353687;17,766454;River;May 2017 Survey;5/13/17;2;1
KW105;KIMWANZA 1;;-4,356673;17,767075;River;May 2017 Survey;5/13/17;2;0
KW105;KIMWANZA 1;;-4,356673;17,767075;River;May 2017 Survey;5/13/17;2;0
KW106;KIMWANZA 1;;-4,358928;17,767923;Pond;May 2017 Survey;5/13/17;2;0
KW106;KIMWANZA 1;;-4,358928;17,767923;Pond;May 2017 Survey;5/13/17;2;0
KW107;KIMWANZA 1;;-4,357002;17,765749;River;May 2017 Survey;5/13/17;2;0
KW107;KIMWANZA 1;;-4,357002;17,765749;River;May 2017 Survey;5/13/17;2;0
KW108;KIMWANZA 1;;-4,356591;17,766118;River;May 2017 Survey;5/13/17;2;0
KW108;KIMWANZA 1;;-4,356591;17,766118;River;May 2017 Survey;5/13/17;2;0
KW109;KIMWANZA 1;;-4,355753;17,766372;River;May 2017 Survey;5/13/17;1;0
KW110;KIMWANZA 1;;-4,355113;17,766293;River;May 2017 Survey;5/13/17;1;0
KW2;KIWAWA FIOTI;;-4,69435;17,945095;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW2;KIWAWA FIOTI;;-4,69435;17,945095;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW3;KIWAWA FIOTI;;-4,693641;17,94564;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW3;KIWAWA FIOTI;;-4,693641;17,94564;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW4;KIWAWA FIOTI;;-4,692768;17,945874;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW4;KIWAWA FIOTI;;-4,692768;17,945874;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW5;KIWAWA FIOTI;;-4,692372;17,946686;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW5;KIWAWA FIOTI;;-4,692372;17,946686;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW6;KIWAWA FIOTI;;-4,691805;17,947383;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW6;KIWAWA FIOTI;;-4,691805;17,947383;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW7;KIWAWA FIOTI;;-4,691198;17,948058;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW7;KIWAWA FIOTI;;-4,691198;17,948058;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW8;KIWAWA FIOTI;;-4,691446;17,948928;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KW8;KIWAWA FIOTI;;-4,691446;17,948928;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
