Site;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
BUS01;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,93851658250004;Lukula;203;341;346;-5
BUS01;T4;7/30/16;8/1/16;OUT;0;0;0;;30,3893505753544;Lukula;1374;341;357;-16
BUS01;T3;5/4/16;5/6/16;OUT;0;0;0;;30,3893505753544;Lukula;1374;341;357;-16
BUS01;T1;12/1/15;12/3/15;OUT;0;3;0;;30,9245707355596;Lukula;1448;341;357;-16
BUS01;T7;5/12/17;5/14/17;OUT;0;0;0;;3,93851658250004;Lukula;203;341;346;-5
BUS01;T2;2/6/16;2/8/16;OUT;1;0;0;;30,9245707355596;Lukula;1448;341;357;-16
BUS01;T6;2/10/17;2/12/17;OUT;1;1;0;;4,53273311428323;Lukula;204;341;345;-4
BUS01;T8;7/20/17;7/22/17;OUT;0;0;0;;1,06260493221905;Inzia;37;341;342;-1
BUS01;T0;7/11/15;7/13/15;OUT;1;2;0;; ; ; ;341; ; 
BUS02;T0;7/11/15;7/13/15;OUT;0;1;0;; ; ; ;341; ; 
BUS02;T1;12/1/15;12/3/15;OUT;0;0;0;;30,8696348947222;Lukula;1462;341;357;-16
BUS02;T6;2/10/17;2/12/17;OUT;0;0;0;;4,48023055369738;Lukula;206;341;345;-4
BUS02;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,88807125447761;Lukula;213;341;346;-5
BUS02;T8;7/20/17;7/22/17;OUT;3;0;0;;1,04052159114926;Inzia;51;341;342;-1
BUS02;T7;5/12/17;5/14/17;OUT;0;0;0;;3,88807125447761;Lukula;213;341;346;-5
BUS02;T4;7/30/16;8/1/16;OUT;1;2;0;;30,3346877068259;Lukula;1322;341;357;-16
BUS02;T5;11/2/16;11/4/16;OUT;0;1;0;;4,48023055369738;Lukula;206;341;345;-4
BUS02;T2;2/6/16;2/8/16;OUT;0;0;0;;30,8696348947222;Lukula;1462;341;357;-16
BUS02;T3;5/4/16;5/6/16;OUT;0;0;0;;30,3346877068259;Lukula;1322;341;357;-16
BUS03;T3;5/4/16;5/6/16;OUT;0;0;0;;30,2738741149125;Lukula;1316;341;357;-16
BUS03;T1;12/1/15;12/3/15;OUT;0;0;0;;30,8086390138008;Lukula;1444;341;357;-16
BUS03;T5;11/2/16;11/4/16;OUT;0;0;0;;4,42106717497194;Lukula;174;341;345;-4
BUS03;T8;7/20/17;7/22/17;OUT;0;0;0;;1,00985031948171;Inzia;37;341;342;-1
BUS03;T2;2/6/16;2/8/16;OUT;0;0;0;;30,8086390138008;Lukula;1444;341;357;-16
BUS03;T7;5/12/17;5/14/17;OUT;0;0;0;;3,83047274970499;Lukula;221;341;346;-5
BUS03;T6;2/10/17;2/12/17;OUT;0;0;0;;4,42106717497194;Lukula;174;341;345;-4
BUS03;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,83047274970499;Lukula;221;341;346;-5
BUS03;T0;7/11/15;7/13/15;OUT;0;0;0;; ; ; ;341; ; 
BUS03;T4;7/30/16;8/1/16;OUT;0;1;0;;30,2738741149125;Lukula;1316;341;357;-16
BUS04;T4;7/30/16;8/1/16;OUT;0;0;0;;30,1805503040614;Lukula;1348;341;357;-16
BUS04;T6;2/10/17;2/12/17;OUT;0;0;0;;4,33310521732502;Lukula;166;341;345;-4
BUS04;T0;7/11/15;7/13/15;OUT;0;1;0;; ; ; ;341; ; 
BUS04;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,74692148349979;Lukula;225;341;346;-5
BUS04;T7;5/12/17;5/14/17;OUT;0;0;0;;3,74692148349979;Lukula;225;341;346;-5
BUS04;T5;11/2/16;11/4/16;OUT;0;0;0;;4,33310521732502;Lukula;166;341;345;-4
BUS04;T3;5/4/16;5/6/16;OUT;0;0;0;;30,1805503040614;Lukula;1348;341;357;-16
BUS04;T2;2/6/16;2/8/16;OUT;0;0;0;;30,7147734124601;Lukula;1428;341;357;-16
BUS04;T1;12/1/15;12/3/15;OUT;0;2;0;;30,7147734124601;Lukula;1428;341;357;-16
BUS04;T8;7/20/17;7/22/17;OUT;1;0;0;;0,991914213159972;Lukula;37;341;344;-3
BUS05;T7;5/12/17;5/14/17;OUT;0;0;0;;3,71500298298768;Lukula;201;341;346;-5
BUS05;T1;12/1/15;12/3/15;OUT;0;0;0;;30,6788414443922;Lukula;1482;341;357;-16
BUS05;T4;7/30/16;8/1/16;OUT;0;0;0;;30,1448100833859;Lukula;1354;341;357;-16
BUS05;T6;2/10/17;2/12/17;OUT;0;0;0;;4,29951965677876;Lukula;156;341;345;-4
BUS05;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,71500298298768;Lukula;201;341;346;-5
BUS05;T8;7/20/17;7/22/17;OUT;0;0;0;;0,953076484338629;Lukula;37;341;344;-3
BUS05;T0;7/11/15;7/13/15;OUT;0;2;0;; ; ; ;341; ; 
BUS05;T2;2/6/16;2/8/16;OUT;0;0;0;;30,6788414443922;Lukula;1482;341;357;-16
BUS05;T5;11/2/16;11/4/16;OUT;0;0;0;;4,29951965677876;Lukula;156;341;345;-4
BUS05;T3;5/4/16;5/6/16;OUT;0;0;0;;30,1448100833859;Lukula;1354;341;357;-16
BUS06;T1;12/1/15;12/3/15;OUT;0;0;0;;30,6461396947732;Lukula;1518;341;357;-16
BUS06;T2;2/6/16;2/8/16;OUT;0;0;0;;30,6461396947732;Lukula;1518;341;357;-16
BUS06;T0;7/11/15;7/13/15;OUT;0;0;0;; ; ; ;341; ; 
BUS06;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,68941845310729;Lukula;211;341;346;-5
BUS06;T4;7/30/16;8/1/16;OUT;0;0;0;;30,1124475053167;Lukula;1374;341;357;-16
BUS06;T5;11/2/16;11/4/16;OUT;1;0;0;;4,27113345305002;Lukula;158;341;345;-4
BUS06;T8;7/20/17;7/22/17;OUT;0;0;0;;0,915889963632058;Lukula;25;341;344;-3
BUS06;T6;2/10/17;2/12/17;OUT;0;0;0;;4,27113345305002;Lukula;158;341;345;-4
BUS06;T7;5/12/17;5/14/17;OUT;0;0;0;;3,68941845310729;Lukula;211;341;346;-5
BUS06;T3;5/4/16;5/6/16;OUT;0;0;0;;30,1124475053167;Lukula;1374;341;357;-16
BUS07;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,6827158503349;Lukula;199;341;346;-5
BUS07;T5;11/2/16;11/4/16;OUT;0;0;0;;4,2637348191629;Lukula;156;341;345;-4
BUS07;T6;2/10/17;2/12/17;OUT;0;0;0;;4,2637348191629;Lukula;156;341;345;-4
BUS07;T3;5/4/16;5/6/16;OUT;0;1;0;;30,104031025498;Lukula;1374;341;357;-16
BUS07;T0;7/11/15;7/13/15;OUT;0;0;0;; ; ; ;341; ; 
BUS07;T2;2/6/16;2/8/16;OUT;1;0;0;;30,6376413978648;Lukula;1496;341;357;-16
BUS07;T8;7/20/17;7/22/17;OUT;0;0;0;;0,906524321148214;Lukula;25;341;344;-3
BUS07;T1;12/1/15;12/3/15;OUT;2;2;0;;30,6376413978648;Lukula;1496;341;357;-16
BUS07;T7;5/12/17;5/14/17;OUT;0;0;0;;3,6827158503349;Lukula;199;341;346;-5
BUS07;T4;7/30/16;8/1/16;OUT;0;0;0;;30,104031025498;Lukula;1374;341;357;-16
BUS08;T5;11/2/16;11/4/16;OUT;0;0;0;;4,35703306186204;Lukula;160;341;345;-4
BUS08;T7 to repeat;5/4/17;5/6/17;OUT;0;0;0;Unable to collect trap on 06/05/17 as road blocked;3,76942285830342;Lukula;195;341;346;-5
BUS08;T6;2/10/17;2/12/17;OUT;0;0;0;;4,35703306186204;Lukula;160;341;345;-4
BUS08;T2;2/6/16;2/8/16;OUT;0;0;0;;30,7406933674193;Lukula;1466;341;357;-16
BUS08;T4;7/30/16;8/1/16;OUT;0;0;0;;30,2062961979662;Lukula;1300;341;357;-16
BUS08;T7;5/12/17;5/14/17;OUT; ; ; ;Trap was down on collection;3,76942285830342;Lukula;195;341;346;-5
BUS08;T3;5/4/16;5/6/16;OUT;0;0;0;;30,2062961979662;Lukula;1300;341;357;-16
BUS08;T8;7/20/17;7/22/17;OUT;0;0;0;;0,994152530370271;Inzia;29;341;342;-1
BUS08;T1;12/1/15;12/3/15;OUT;0;0;0;;30,7406933674193;Lukula;1466;341;357;-16
BUS08;T0;7/11/15;7/13/15;OUT;0;0;0;; ; ; ;341; ; 
C1;IRD/JUNE 2016;6/5/16;6/7/16;IN;4;0;0;;0,26992619885251;Kafi;0;365;365;0
C101;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;0,257673826312858;Kafi;0;365;365;0
C101;Ricaki Jul 2016;7/29/16;7/31/16;IN;0;1;0;;0,257673826312858;Kafi;0;365;365;0
C102;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;0,0698866081296901;Kafi;0;365;365;0
C102;Ricaki Jul 2016;7/29/16;7/31/16;IN;0;0;0;;0,0698866081296901;Kafi;0;365;365;0
C103;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;0,17509309688184;Kafi;22;365;365;0
C103;Ricaki Jul 2016;7/29/16;7/31/16;IN;0;0;0;;0,17509309688184;Kafi;22;365;365;0
C104;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;0,560064610875935;Kafi;2;365;365;0
C104;Ricaki Jul 2016;7/29/16;7/31/16;IN;0;0;0;;0,561601237487389;Kafi;2;365;365;0
C105;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;0,287432329128241;Kafi;15;369;366;3
C105;Ricaki Jul 2016;7/29/16;7/31/16;IN;0;0;0;;0,287432329128241;Kafi;15;369;366;3
C2;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;1;0;;0,0689022006316154;Kafi;0;365;365;0
C3;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;2;0;;0,182960855391348;Kafi;22;365;365;0
C4;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;0,560780962777585;Kafi;2;365;365;0
C5;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;2;0;;0,0173397225172344;Kafi;0;365;365;0
CEM1;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;0;1;0;;1,69131472717733;Lukula;95;353;350;3
CEM1;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,69131472717733;Lukula;95;353;350;3
CEM1;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;1;1;0;;1,69131472717733;Lukula;95;353;350;3
CEM2;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,77473797239812;Lukula;67;351;350;1
CEM2;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;1;6;0;;1,77473797239812;Lukula;67;351;350;1
CEM2;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;1;2;0;;1,77473797239812;Lukula;67;351;350;1
CEM3;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;1;0;0;;1,83979567245885;Lukula;103;351;350;1
CEM3;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;0;1;0;;1,83979567245885;Lukula;103;351;350;1
CEM3;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;1;2;0;;1,83979567245885;Lukula;103;351;350;1
CEM4;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;2;0;0;;1,76345137595942;Lukula;88;356;350;6
CEM4;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,76345137595942;Lukula;88;356;350;6
CEM4;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;0;0;0;;1,76345137595942;Lukula;88;356;350;6
CEM5;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;0;0;0;fallen;1,6148720028324;Lukula;57;381;350;31
CEM5;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,6148720028324;Lukula;57;381;350;31
CEM5;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;1;0;0;trap on path to pond;1,6148720028324;Lukula;57;381;350;31
CEM6;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;0;0;0;;1,52446227172894;Lukula;51;385;350;35
CEM6;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,52446227172894;Lukula;51;385;350;35
CEM6;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;1;0;0;;1,52446227172894;Lukula;51;385;350;35
CEM7;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;0;0;0;;1,42268863495868;Lukula;58;388;350;38
CEM7;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;0;0;0;;1,42268863495868;Lukula;58;388;350;38
CEM7;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,42268863495868;Lukula;58;388;350;38
CEM8;PAUL AND RICHARDS' VILLAGES;5/14/17;5/17/17;Control;0;0;0;;1,29381033399617;Lukula;110;383;350;33
CEM8;PAUL AND RICHARDS' VILLAGES;10/29/16;11/2/16;Control;0;0;0;;1,29381033399617;Lukula;110;383;350;33
CEM8;PAUL AND RICHARDS' VILLAGES;3/6/17;3/8/17;Control;0;0;0;;1,29381033399617;Lukula;110;383;350;33
CUD01;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,0293804008419;Lukula;2707;362;367;-5
CUD02;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;22,9980193258529;Lukula;2651;362;367;-5
CUD03;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,0964818204795;Lukula;2659;362;367;-5
CUD04;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,0394371639379;Lukula;2615;362;367;-5
CUD05;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,0605219250967;Lukula;2695;362;367;-5
CUD06;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1467559401868;Lukula;2697;362;367;-5
CUD07;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1544339392593;Lukula;2697;362;367;-5
CUD08;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,081869870586;Lukula;2559;362;367;-5
CUD09;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1791456849917;Lukula;2589;362;367;-5
CUD10;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1113337333212;Lukula;2623;362;367;-5
CUD11;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,744141384093;Lukula;2592;364;370;-6
CUD12;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,753841093105;Lukula;2604;364;370;-6
CUD13;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,8946446476963;Lukula;2599;363;370;-7
CUD14;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,827179199344;Lukula;2615;363;370;-7
CUD15;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,082879191949;Lukula;2607;363;370;-7
CUD16;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,0728691891815;Lukula;2587;363;370;-7
CUD17;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,1634048123119;Lukula;2615;363;370;-7
CUD18;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5453176290389;Lukula;2617;363;370;-7
CUD19;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5516618612097;Lukula;2613;363;370;-7
CUD20;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5462323189758;Lukula;2627;363;370;-7
D1;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;1;0;;2,87758437220181;Kafi;222;464;382;82
D10;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;1;0;needs to confirm coordonates;0,00845331898649954;Kafi;0;386;386;0
D101;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,88129539340044;Kafi;220;464;382;82
D101;Ricaki Jul 2016;7/25/16;7/27/16;IN;2;1;0;;2,88210917398445;Kafi;222;464;382;82
D101;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,88129539340044;Kafi;220;464;382;82
D102;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,93514180294971;Kafi;210;466;382;84
D102;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,93514180294971;Kafi;210;466;382;84
D102;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;2,93615166208057;Kafi;228;466;382;84
D103;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,77212658428143;Kafi;208;474;382;92
D103;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,77212658428143;Kafi;208;474;382;92
D103;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;2,77286072550726;Kafi;204;474;382;92
D104;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,37318787606968;Kafi;199;473;382;91
D104;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;1;0;;2,37397452473315;Kafi;201;473;382;91
D104;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,37318787606968;Kafi;199;473;382;91
D105;FebMar 2017;2/8/17;2/10/17;IN;1;1;0;;1,40248614463795;Kafi;97;397;382;15
D105;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;1,40248614463795;Kafi;97;397;382;15
D105;Torr visit August 2016;8/18/16;8/20/16;IN;0;1;0;;1,40248614463795;Kafi;97;397;382;15
D106;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;2;0;;1,35358213916531;Kafi;118;396;382;14
D106;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;1,35358213916531;Kafi;118;396;382;14
D106;Torr visit August 2016;8/18/16;8/20/16;IN;1;0;0;;1,35358213916531;Kafi;118;396;382;14
D107;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;1,24912650488576;Kafi;60;396;382;14
D107;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;1;0;;1,24912650488576;Kafi;60;396;382;14
D107;Torr visit August 2016;8/18/16;8/20/16;IN;1;0;0;;1,24912650488576;Kafi;60;396;382;14
D108;FebMar 2017;2/8/17;2/10/17;IN;1;1;0;;1,1385683206187;Kafi;46;396;382;14
D108;Ricaki Jul 2016;7/25/16;7/27/16;IN;3;0;0;;1,1385683206187;Kafi;46;396;382;14
D108;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;1,1385683206187;Kafi;46;396;382;14
D2;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;2,92508859798478;Kafi;229;467;382;85
D3;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;0;0;;2,77286072550726;Kafi;204;474;382;92
D4;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;1;0;;2,36962107574531;Kafi;207;477;382;95
D5;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;1,39966157268587;Kafi;97;397;382;15
D6;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;2;0;;1,34493075861694;Kafi;96;396;382;14
D7;IRD/JUNE 2016;6/5/16;6/7/16;IN;4;2;0;;1,25270295170026;Kafi;54;396;382;14
D8;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;1,06336627863702;Kafi;50;396;382;14
D9;IRD/JUNE 2016;6/8/16;6/10/16;IN;7;12;0;needs to confirm coordonates;0,0178523328792441;Kafi;0;386;386;0
DUN01;Inzia T0;7/9/17;7/11/17;OUT;0;1;0;;23,0325417798066;Lukula;2591;362;367;-5
DUN02;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0396582600436;Lukula;2675;362;367;-5
DUN03;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0549662958083;Lukula;2611;362;367;-5
DUN04;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0595622629279;Lukula;2657;362;367;-5
DUN05;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,00317062629;Lukula;2617;362;367;-5
DUN06;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9711060086215;Lukula;2595;362;367;-5
DUN07;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9494681650462;Lukula;2625;362;367;-5
DUN08;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9063012633409;Lukula;2645;362;367;-5
E1;IRD/JUNE 2016;6/5/16;6/7/16;IN;11;12;0;;4,9394283047706;Kafi;517;535;382;153
E10;IRD/JUNE 2016;6/5/16;6/7/16;IN;9;12;0;;1,01364204341711;Kafi;53;394;377;17
E101;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,94676647339143;Kafi;517;535;382;153
E101;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,94676647339143;Kafi;517;535;382;153
E102;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;5,05164201061194;Kafi;545;539;382;157
E102;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,05164201061194;Kafi;545;539;382;157
E103;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,01554712653913;Kafi;524;538;382;156
E103;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;5,01554712653913;Kafi;524;538;382;156
E104;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,59810028903798;Kafi;496;528;382;146
E104;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,59810028903798;Kafi;496;528;382;146
E105;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,39607378037009;Kafi;418;524;382;142
E105;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,39607378037009;Kafi;418;524;382;142
E106;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Support post had been cut;1,34493075861694;Kafi;96;396;382;14
E106;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;1,34493075861694;Kafi;96;396;382;14
E11;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;1,50922785037987;Kafi;162;434;377;57
E12;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;1,94303055774;Kafi;143;444;377;67
E198;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Trap has been stolen;4,99969482872508;Kafi;462;530;382;148
E198;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,99969482872508;Kafi;462;530;382;148
E199;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,03944333594364;Kafi;394;532;382;150
E199;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Support post had been cut, and trap slashed;5,03944333594364;Kafi;394;532;382;150
E2;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;5,04948451649532;Kafi;545;539;382;157
E3;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;0;0;;5,01075092199721;Kafi;524;538;382;156
E4;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;8;0;;4,6041650897556;Kafi;503;527;382;145
E5;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;3;0;;4,39282662124917;Kafi;422;524;382;142
E6;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;4,15218446694568;Kafi;394;522;382;140
E7;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;3,20128791929584;Kafi;257;401;382;19
E8;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;3,16231629641138;Kafi;232;412;382;30
E9;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;0;0;;78,4188691696165;Lukula;8000;414;374;40
F1;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;1,37471237577005;Lukula;112;357;357;0
F2;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;1,50055008919117;Lukula;92;357;357;0
G1;IRD/JUNE 2016;6/8/16;6/10/16;OUT;9;4;0;;21,0182184417162;Lukula;1725;426;357;69
G102;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;3,25429177152714;Lukula;130;432;350;82
G102;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,24507029315861;Lukula;1387;432;351;81
G102;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,309862703071;Lukula;1751;432;357;75
G103;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,40365695527555;Lukula;1532;433;351;82
G103;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,3821909203296;Lukula;1744;433;357;76
G103;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;3,42272961940581;Lukula;131;433;350;83
G104;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;2,96654132918507;Lukula;235;413;350;63
G104;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,47721282564496;Lukula;1171;413;351;62
G104;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,8371496281726;Lukula;1661;413;357;56
G196;Torr visit August 2016;8/19/16;8/21/16;OUT;1;1;0;New site, added in pond area;8,60056087820826;Lukula;809;354;351;3
G197;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;20,2860800755505;Lukula;997;350;357;-7
G197;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;7,02670395341615;Lukula;713;350;351;-1
G197;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;1,40679858607128;Lukula;10;350;350;0
G198;Torr visit August 2016;8/19/16;8/21/16;OUT;1;1;0;;8,29229788767839;Lukula;841;352;351;1
G198;Ricaki Jul 2016;7/30/16;8/1/16;OUT;2;3;0;;21,4912860873832;Lukula;1047;352;357;-5
G199;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;1;0;;21,6429804568814;Lukula;1039;350;357;-7
G199;Torr visit August 2016;8/19/16;8/21/16;OUT;3;0;0;;8,35874798379754;Lukula;683;350;351;-1
G199;FebMar 2017;3/1/17;3/3/17;OUT;1;2;0;;1,18730545272787;Lukula;29;350;350;0
G2;IRD/JUNE 2016;6/8/16;6/10/16;OUT;1;10;0;;21,3101628374255;Lukula;1753;432;357;75
G202;FebMar 2017;3/1/17;3/3/17;OUT;0;1;0;;2,52785770912118;Lukula;158;405;350;55
G3;IRD/JUNE 2016;6/8/16;6/10/16;OUT;1;0;0;;21,3857345964744;Lukula;1770;433;357;76
G4;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,8376510383536;Lukula;1653;412;357;55
G5;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,4362768123482;Lukula;1347;418;357;61
G6;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,3324962096623;Lukula;1273;416;357;59
G7;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;2;0;;20,2960830591334;Lukula;975;350;357;-7
GON01;FebMar 2017;3/15/17;3/17/17;OUT;0;2;0;;24,1914124618181;Lukula;4202;353;354;-1
GON02;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2317037150555;Lukula;4234;353;354;-1
GON03;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2628362597133;Lukula;4295;353;354;-1
