Site;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
GON04;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2886245061665;Lukula;4354;353;354;-1
GON05;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,7168485471222;Lukula;4711;353;354;-1
GON06;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6254640518935;Lukula;4567;353;354;-1
GON07;FebMar 2017;3/15/17;3/17/17;OUT;0;1;0;;24,6110474987572;Lukula;4585;353;354;-1
GON08;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6611624817299;Lukula;4505;353;354;-1
GON09;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6873473823542;Lukula;4393;353;354;-1
GON10;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,5373744352073;Lukula;4393;353;354;-1
GON11;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,507925324867;Lukula;4427;353;354;-1
GON12;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,4747599680628;Lukula;4339;353;354;-1
GON13;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,4385308961074;Lukula;4317;353;354;-1
GON14;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,3978355642008;Lukula;4255;353;354;-1
GON15;Inzia T0;7/9/17;7/11/17;OUT;0;1;0;;24,1850571678876;Lukula;4169;353;354;-1
GON15;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,1850571678876;Lukula;4169;353;354;-1
GON16;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,1719834976553;Lukula;4117;353;354;-1
GON16;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,1719834976553;Lukula;4117;353;354;-1
GON17;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,2384233853716;Lukula;4250;353;354;-1
GON17;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,2384233853716;Lukula;4250;353;354;-1
GON18;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,267804171943;Lukula;4289;353;354;-1
GON18;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,267804171943;Lukula;4289;353;354;-1
GON19;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,3243175689489;Lukula;4375;353;354;-1
GON19;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,3243175689489;Lukula;4375;353;354;-1
GON20;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,3626779959971;Lukula;4451;353;354;-1
GON20;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,3626779959971;Lukula;4451;353;354;-1
GON21;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,4255586214075;Lukula;4423;353;354;-1
GON21;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,4255586214075;Lukula;4423;353;354;-1
GON22;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,1524743380197;Lukula;4153;353;354;-1
GON22;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,1524743380197;Lukula;4153;353;354;-1
H1;IRD/JUNE 2016;6/8/16;6/10/16;IN;1;0;0;;18,3376562598357;Lukula;1095;350;357;-7
H197;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;1;0;;16,1075013934115;Lukula;923;426;357;69
H197;Torr visit August 2016;8/19/16;8/21/16;OUT;1;0;0;;3,23793211534033;Lukula;367;426;351;75
H198;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;17,2663014992784;Lukula;910;395;357;38
H199;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;17,3296543310545;Lukula;955;392;357;35
H2;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;18,0393813208551;Lukula;1190;350;360;-10
H201;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;1,69207934142391;Lukula;98;350;350;0
H3;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;1;0;;17,9545959348499;Lukula;1154;350;360;-10
H4;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;17,082319145556;Lukula;972;399;357;42
H5;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;1;0;;17,1133821094676;Lukula;956;399;357;42
I1;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;20,816222599406;Lukula;2433;447;360;87
I2;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;20,6684586333757;Lukula;2497;449;360;89
I3;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;20,6156673878631;Lukula;2424;450;360;90
I4;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;20,3760347977153;Lukula;2309;451;360;91
I5;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;20,3376767521352;Lukula;2419;387;360;27
ING01;May 2017 Survey;5/16/17;5/18/17;OUT; ; ; ;Trap stolen;8,30922937454928;Lukula;421;345;350;-5
ING01;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;8,30922937454928;Lukula;421;345;350;-5
ING02;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;8,32395868017027;Lukula;413;345;350;-5
ING02;May 2017 Survey;5/16/17;5/18/17;OUT;0;1;0;PNLTHA trap;8,32395868017027;Lukula;413;345;350;-5
ING03;Inzia T0;7/9/17;7/11/17;OUT;0;2;0;;8,34710461596397;Lukula;495;345;350;-5
ING03;May 2017 Survey;5/16/17;5/18/17;OUT;0;0;0;PNLTHA trap;8,34710461596397;Lukula;495;345;350;-5
ING04;May 2017 Survey;5/16/17;5/18/17;OUT;0;0;0;PNLTHA trap;8,36692440461406;Lukula;499;345;350;-5
ING04;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;8,36692440461406;Lukula;499;345;350;-5
ING05;May 2017 Survey;5/16/17;5/18/17;OUT;1;3;0;PNLTHA trap;8,37157061210996;Lukula;481;347;350;-3
ING05;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;8,37157061210996;Lukula;481;347;350;-3
ING06;May 2017 Survey;5/16/17;5/18/17;OUT;0;2;0;PNLTHA trap;8,30862126437545;Lukula;409;345;350;-5
ING06;Inzia T0;7/9/17;7/11/17;OUT;2;2;0;;8,30862126437545;Lukula;409;345;350;-5
ING07;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;8,27320463015762;Lukula;701;345;350;-5
ING07;May 2017 Survey;5/16/17;5/18/17;OUT;0;0;0;PNLTHA trap;8,27320463015762;Lukula;701;345;350;-5
ING08;Inzia T0;7/9/17;7/11/17;OUT;0;2;0;;8,1815228179537;Lukula;639;345;350;-5
ING08;May 2017 Survey;5/16/17;5/18/17;OUT;0;0;0;PNLTHA trap;8,1815228179537;Lukula;639;345;350;-5
J1;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;1;0;;24,6858317569583;Lukula;2543;353;362;-9
J2;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;24,4404625503212;Lukula;2431;353;362;-9
J3;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;24,7919957509013;Lukula;2495;353;362;-9
J4;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;23,3719452547587;Lukula;2751;421;362;59
J5;IRD/JUNE 2016;6/10/16;6/12/16;OUT;0;0;0;;22,4074028109792;Lukula;2441;417;362;55
KAF01;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0827130096556539;Kafi;0;365;365;0
KAF01;T0;7/2/15;7/4/15;IN;0;0;0;; ; ; ;365; ; 
KAF01;T7;5/1/17;5/3/17;IN;0;0;0;;0,0827130096556539;Kafi;0;365;365;0
KAF01;T2;2/6/16;2/8/16;IN;0;0;0;;0,0833131082400553;Kafi;0;365;365;0
KAF01;T6;2/7/17;2/9/17;IN;0;0;0;;0,0827130096556539;Kafi;0;365;365;0
KAF01;T8;7/19/17;7/21/17;IN;0;0;0;;0,0827130096556539;Kafi;0;365;365;0
KAF01;T3;4/26/16;4/28/16;IN;0;0;0;;0,0833131082400553;Kafi;0;365;365;0
KAF01;T1;11/14/15;11/16/15;IN;0;0;0;;0,0833131082400553;Kafi;0;365;365;0
KAF01;T4;7/26/16;7/28/16;IN;0;0;0;;0,0833131082400553;Kafi;0;365;365;0
KAF02;T7;5/1/17;5/3/17;IN; ; ; ;Trap removed;0,00857303706149431;Kafi;0;365;365;0
KAF02;T2;2/6/16;2/8/16;IN;0;0;0;;0,0102784794137876;Kafi;0;365;365;0
KAF02;T3;4/26/16;4/28/16;IN;0;0;0;;0,0102784794137876;Kafi;0;365;365;0
KAF02;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0102784794137876;Kafi;0;365;365;0
KAF02;T8;7/19/17;7/21/17;IN;0;0;1;;0,00857303706149431;Kafi;0;365;365;0
KAF02;T1;11/14/15;11/16/15;IN;0;0;0;;0,0126645861610582;Kafi;0;365;365;0
KAF02;T6;2/7/17;2/9/17;IN;0;0;0;;0,0102784794137876;Kafi;0;365;365;0
KAF02;T0;7/2/15;7/4/15;IN;1;0;0;; ; ; ;365; ; 
KAF02;T4;7/26/16;7/28/16;IN;0;0;0;;0,0102784794137876;Kafi;0;365;365;0
KAF03;T6;2/7/17;2/9/17;IN;0;0;0;;0,00416382352059025;Kafi;0;365;365;0
KAF03;T8;7/19/17;7/21/17;IN;1;0;0;;0,00416382352059025;Kafi;0;365;365;0
KAF03;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00416382352059025;Kafi;0;365;365;0
KAF03;T0;7/2/15;7/4/15;IN;0;0;0;Ants; ; ; ;365; ; 
KAF03;T4;7/26/16;7/28/16;IN;0;0;0;;0,00859592928021536;Kafi;0;365;365;0
KAF03;T1;11/14/15;11/16/15;IN;0;1;0;;0,0342434111735193;Kafi;0;365;365;0
KAF03;T3;4/26/16;4/28/16;IN;0;0;0;;0,00859592928021536;Kafi;0;365;365;0
KAF03;T2;2/6/16;2/8/16;IN;1;0;0;;0,00859592928021536;Kafi;0;365;365;0
KAF03;T7;5/1/17;5/3/17;IN;0;0;0;;0,00416382352059025;Kafi;0;365;365;0
KAF04;T6;2/7/17;2/9/17;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T4;7/26/16;7/28/16;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T8;7/19/17;7/21/17;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T3;4/26/16;4/28/16;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T0;7/2/15;7/4/15;IN;0;0;0;; ; ; ;365; ; 
KAF04;T1;11/14/15;11/16/15;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T7;5/1/17;5/3/17;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF04;T2;2/6/16;2/8/16;IN;0;0;0;;0,00358179752829758;Kafi;0;365;365;0
KAF05;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00644186412956293;Kafi;0;365;365;0
KAF05;T3;4/26/16;4/28/16;IN;0;0;0;;0,00644186412956293;Kafi;0;365;365;0
KAF05;T0;7/2/15;7/4/15;IN;0;1;0;; ; ; ;365; ; 
KAF05;T6;2/7/17;2/9/17;IN;0;0;0;;0,00644186412956293;Kafi;0;365;365;0
KAF05;T7;5/1/17;5/3/17;IN;0;0;0;;0,00643340516136542;Kafi;0;365;365;0
KAF05;T1;11/14/15;11/16/15;IN;0;0;0;;0,0121773744012412;Kafi;0;365;365;0
KAF05;T4;7/26/16;7/28/16;IN;0;0;0;;0,00644186412956293;Kafi;0;365;365;0
KAF05;T8;7/19/17;7/21/17;IN;0;0;0;;0,00643340516136542;Kafi;0;365;365;0
KAF05;T2;2/6/16;2/8/16;IN;0;0;0;;0,00644186412956293;Kafi;0;365;365;0
KAF06;T7;5/1/17;5/3/17;IN;0;0;0;;0,00668532613720388;Kafi;0;365;365;0
KAF06;T6;2/7/17;2/9/17;IN;0;0;0;;0,00796689329154454;Kafi;0;365;365;0
KAF06;T0;7/2/15;7/4/15;IN;1;4;0;; ; ; ;365; ; 
KAF06;T8;7/19/17;7/21/17;IN;2;0;0;;0,00668532613720388;Kafi;0;365;365;0
KAF06;T1;11/14/15;11/16/15;IN;0;1;0;;0,0174390987313143;Kafi;0;365;365;0
KAF06;T3;4/26/16;4/28/16;IN;0;0;0;;0,00796689329154454;Kafi;0;365;365;0
KAF06;T2;2/6/16;2/8/16;IN;0;1;0;;0,00796689329154454;Kafi;0;365;365;0
KAF06;T4;7/26/16;7/28/16;IN;0;0;0;;0,00796689329154454;Kafi;0;365;365;0
KAF06;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00796689329154454;Kafi;0;365;365;0
KAF07;T7;5/1/17;5/3/17;IN;0;0;0;;0,0117783253328467;Kafi;0;365;365;0
KAF07;T0;7/2/15;7/4/15;IN;0;1;0;; ; ; ;365; ; 
KAF07;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF07;T8;7/19/17;7/21/17;IN;0;1;0;;0,0117783253328467;Kafi;0;365;365;0
KAF07;T2;2/6/16;2/8/16;IN;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF07;T6;2/7/17;2/9/17;IN;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF07;T1;11/14/15;11/16/15;IN;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF07;T3;4/26/16;4/28/16;IN;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF07;T4;7/26/16;7/28/16;IN;0;0;0;;0,0128090039673287;Kafi;0;365;365;0
KAF08;T7;5/1/17;5/3/17;IN;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T1;11/14/15;11/16/15;IN;0;0;0;;0,00801739896097728;Kafi;0;365;365;0
KAF08;T6;2/7/17;2/9/17;IN;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T2;2/6/16;2/8/16;IN;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T3;4/26/16;4/28/16;IN;0;1;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T0;7/2/15;7/4/15;IN;0;2;0;; ; ; ;365; ; 
KAF08;T4;7/26/16;7/28/16;IN;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KAF08;T8;7/19/17;7/21/17;IN;0;0;0;;0,00666134666533095;Kafi;0;365;365;0
KBB01;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB01;T7;5/1/17;5/3/17;IN;0;0;0;;0,0241918632901276;Kafi;0;373;373;0
KBB01;T8;7/22/17;7/24/17;IN;0;0;0;;0,0191692629880695;Kafi;0;373;373;0
KBB01;T1;11/23/15;11/25/15;IN;0;0;0;;0,0248105116062708;Kafi;0;373;373;0
KBB01;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0241918632901276;Kafi;0;373;373;0
KBB01;T3;4/26/16;4/28/16;IN;0;0;0;;0,0241918632901276;Kafi;0;373;373;0
KBB01;T4;7/26/16;7/28/16;IN;0;0;0;;0,0241918632901276;Kafi;0;373;373;0
KBB01;T2;2/8/16;2/10/16;IN;0;0;0;;0,0241918632901276;Kafi;0;373;373;0
KBB02;T7;5/1/17;5/3/17;IN;0;0;0;;0,01180468205617;Kafi;0;373;373;0
KBB02;T2;2/8/16;2/10/16;IN;0;0;0;;0,0182851985290955;Kafi;0;373;373;0
KBB02;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0182851985290955;Kafi;0;373;373;0
KBB02;T1;11/23/15;11/25/15;IN;0;0;0;;0,0205763581170332;Kafi;0;373;373;0
KBB02;T8;7/22/17;7/24/17;IN;0;0;0;;0,0114489915015637;Kafi;0;373;373;0
KBB02;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB02;T4;7/26/16;7/28/16;IN;0;0;0;;0,0182851985290955;Kafi;0;373;373;0
KBB02;T3;4/26/16;4/28/16;IN;0;0;0;;0,0182851985290955;Kafi;0;373;373;0
KBB03;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T7;5/1/17;5/3/17;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T1;11/23/15;11/25/15;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T8;7/22/17;7/24/17;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T2;2/8/16;2/10/16;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB03;T3;4/26/16;4/28/16;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB03;T4;7/26/16;7/28/16;IN;0;0;0;;0,00277070746933251;Kafi;0;373;373;0
KBB04;T0;7/3/15;7/4/15;IN;0;1;0;; ; ; ;373; ; 
KBB04;T8;7/22/17;7/24/17;IN;0;0;0;;0,00520631543054728;Kafi;0;373;373;0
KBB04;T1;11/23/15;11/25/15;IN;0;0;0;;0,0107411853830629;Kafi;0;373;373;0
KBB04;T7;5/1/17;5/3/17;IN;0;0;0;;0,00520631543054728;Kafi;0;373;373;0
KBB04;T2;2/8/16;2/10/16;IN;0;0;0;;0,00965775776858841;Kafi;0;373;373;0
KBB04;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00965775776858841;Kafi;0;373;373;0
KBB04;T3;4/26/16;4/28/16;IN;0;0;0;;0,00965775776858841;Kafi;0;373;373;0
KBB04;T4;7/26/16;7/28/16;IN;0;0;0;;0,00965775776858841;Kafi;0;373;373;0
KBB05;T0;7/3/15;7/4/15;IN;1;0;0;; ; ; ;373; ; 
KBB05;T4;7/26/16;7/28/16;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T3;4/26/16;4/28/16;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T1;11/23/15;11/25/15;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T2;2/8/16;2/10/16;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T7;5/1/17;5/3/17;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB05;T8;7/22/17;7/24/17;IN;0;0;0;;0,00524890259617066;Kafi;0;373;373;0
KBB06;T8;7/22/17;7/24/17;IN;0;0;0;;0,00929157972834785;Kafi;0;373;373;0
KBB06;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB06;T1;11/23/15;11/25/15;IN;0;0;0;;0,0144184312643527;Kafi;0;373;373;0
KBB06;T4;7/26/16;7/28/16;IN;0;0;0;;0,0144184312643527;Kafi;0;373;373;0
KBB06;T2;2/8/16;2/10/16;IN;0;0;0;;0,0144184312643527;Kafi;0;373;373;0
KBB06;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0144184312643527;Kafi;0;373;373;0
KBB06;T3;4/26/16;4/28/16;IN;0;0;0;;0,0144184312643527;Kafi;0;373;373;0
KBB06;T7;5/1/17;5/3/17;IN;0;0;0;;0,00929157972834785;Kafi;0;373;373;0
KBB07;T4;7/26/16;7/28/16;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB07;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T1;11/23/15;11/25/15;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T2;2/8/16;2/10/16;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T8;7/22/17;7/24/17;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T7;5/1/17;5/3/17;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB07;T3;4/26/16;4/28/16;IN;0;0;0;;0,00493787958520213;Kafi;0;373;373;0
KBB08;T1;11/23/15;11/25/15;IN;0;0;0;;0,0040731113093292;Kafi;0;373;373;0
KBB08;T0;7/3/15;7/4/15;IN;0;0;0;; ; ; ;373; ; 
KBB08;T8;7/22/17;7/24/17;IN;0;0;0;;0,002486081608533;Kafi;0;373;373;0
KBB08;T7;5/1/17;5/3/17;IN;0;0;0;;0,00388459457702867;Kafi;0;373;373;0
KBB08;T3;4/26/16;4/28/16;IN;0;0;0;;0,00388459457702867;Kafi;0;373;373;0
KBB08;T2;2/8/16;2/10/16;IN;0;0;0;;0,00388459457702867;Kafi;0;373;373;0
KBB08;T4;7/26/16;7/28/16;IN;0;0;0;;0,00388459457702867;Kafi;0;373;373;0
KBB08;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00388459457702867;Kafi;0;373;373;0
KBB1;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,46364464977914;Lake Zwa;262;398;394;4
KBB1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,46364464977914;Lake Zwa;262;398;394;4
KBB2;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,49161553439877;Kafi;343;377;366;11
KBB2;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,49161553439877;Kafi;343;377;366;11
KBB3;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,51477851910144;Kafi;272;374;370;4
KBB3;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,51477851910144;Kafi;272;374;370;4
KBB4;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,49395209095732;Kafi;349;374;373;1
KBB4;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,49395209095732;Kafi;349;374;373;1
KBB5;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,61967845533043;Kafi;184;461;365;96
KBB5;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,61967845533043;Kafi;184;461;365;96
KBB6;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,71119003967807;Kafi;175;462;365;97
KBB6;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,71119003967807;Kafi;175;462;365;97
KBB7;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,81048344988389;Kafi;179;458;365;93
KBB7;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,81048344988389;Kafi;179;458;365;93
KBB8;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,87508775503113;Kafi;220;463;365;98
KBB8;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,87508775503113;Kafi;220;463;365;98
KBL01;T6;2/7/17;2/9/17;IN;0;0;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T5;11/1/16;11/3/16;3 deployments;0;1;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T7;5/1/17;5/3/17;IN;0;0;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T1;11/23/15;11/25/15;IN;0;0;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T4;7/29/16;7/31/16;IN;0;1;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T3;4/26/16;4/28/16;IN;0;0;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T0;7/15/15;7/17/15;IN;0;1;0;; ; ; ;358; ; 
KBL01;T2;2/4/16;2/6/16;IN;0;0;0;;0,00470974225398968;Lukula;0;358;358;0
KBL01;T8;7/19/17;7/21/17;IN;0;2;0;;0,00470974225398968;Lukula;0;358;358;0
KBL02;T0;7/15/15;7/17/15;IN;0;0;0;; ; ; ;358; ; 
KBL02;T2;2/4/16;2/6/16;IN;0;0;0;;0,0046283427269295;Lukula;0;358;358;0
KBL02;T1;11/23/15;11/25/15;IN;1;0;0;;0,0110127198233968;Lukula;0;358;358;0
KBL02;T3;4/26/16;4/28/16;IN;0;0;0;;0,0046283427269295;Lukula;0;358;358;0
KBL02;T4;7/29/16;7/31/16;IN;0;0;0;;0,0046283427269295;Lukula;0;358;358;0
KBL02;T6;2/7/17;2/9/17;IN;0;0;0;;0,00365511822082258;Lukula;0;358;358;0
KBL02;T7;5/1/17;5/3/17;IN;0;0;0;;0,00365511822082258;Lukula;0;358;358;0
KBL02;T8;7/19/17;7/21/17;IN;0;0;0;;0,00365511822082258;Lukula;0;358;358;0
KBL02;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00365511822082258;Lukula;0;358;358;0
KBL03;T3;4/26/16;4/28/16;IN;0;0;0;;0,0119878059782408;Lukula;0;358;358;0
KBL03;T6;2/7/17;2/9/17;IN;0;0;0;;0,00332812407531447;Lukula;0;358;358;0
KBL03;T0;7/15/15;7/17/15;IN;0;0;0;; ; ; ;358; ; 
KBL03;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00332812407531447;Lukula;0;358;358;0
KBL03;T7;5/1/17;5/3/17;IN;0;0;0;;0,00332812407531447;Lukula;0;358;358;0
KBL03;T8;7/19/17;7/21/17;IN;0;0;0;;0,00332812407531447;Lukula;0;358;358;0
KBL03;T4;7/29/16;7/31/16;IN;0;0;0;;0,0119878059782408;Lukula;0;358;358;0
KBL03;T1;11/23/15;11/25/15;IN;0;0;0;;0,0119878059782408;Lukula;0;358;358;0
KBL03;T2;2/4/16;2/6/16;IN;0;0;0;;0,0119878059782408;Lukula;0;358;358;0
KBL04;T2;2/4/16;2/6/16;IN;0;0;0;;0,00830117775833277;Lukula;0;358;358;0
KBL04;T7;5/1/17;5/3/17;IN;0;0;0;;0,00450034964756457;Lukula;0;358;358;0
KBL04;T1;11/23/15;11/25/15;IN;0;0;0;;0,00830117775833277;Lukula;0;358;358;0
KBL04;T4;7/29/16;7/31/16;IN;0;0;0;;0,00500008335890727;Lukula;0;358;358;0
KBL04;T6;2/7/17;2/9/17;IN;0;0;0;;0,00450034964756457;Lukula;0;358;358;0
KBL04;T0;7/15/15;7/17/15;IN;0;1;0;; ; ; ;358; ; 
KBL04;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00450034964756457;Lukula;0;358;358;0
KBL04;T3;4/26/16;4/28/16;IN;0;0;0;;0,00500008335890727;Lukula;0;358;358;0
KBL04;T8;7/19/17;7/21/17;IN;0;0;0;;0,00450034964756457;Lukula;0;358;358;0
KBL05;T3;4/26/16;4/28/16;IN;0;0;0;;0,0121885786282031;Lukula;0;358;358;0
KBL05;T4;7/29/16;7/31/16;IN;1;0;0;;0,0121885786282031;Lukula;0;358;358;0
KBL05;T7;5/1/17;5/3/17;IN;0;0;0;;0,00553608341893362;Lukula;0;358;358;0
KBL05;T0;7/15/15;7/17/15;IN;0;3;0;; ; ; ;358; ; 
KBL05;T2;2/4/16;2/6/16;IN;0;0;0;;0,0121885786282031;Lukula;0;358;358;0
