Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,25044572604913;Lukula;372;475;374;101
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control; ; ; ;Trap taken;2,24309522125497;Lukula;373;475;374;101
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,24309522125497;Lukula;373;475;374;101
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,27923277823034;Lukula;370;475;374;101
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,28672602032826;Lukula;345;475;374;101
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control; ; ; ;Trap taken;2,27923277823034;Lukula;370;475;374;101
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;2,31002079368238;Lukula;380;474;374;100
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,31002079368238;Lukula;380;474;374;100
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,31774616980446;Lukula;353;474;374;100
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,36923047833436;Lukula;342;474;374;100
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;2,36126470702309;Lukula;385;474;374;100
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,36126470702309;Lukula;385;474;374;100
KZM1;KIKONZI MUFWENGE;;-4,570909;17,966267;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,13647003525184;Kafi;160;372;368;4
KZM1;KIKONZI MUFWENGE;;-4,570909;17,966267;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;1;0;;2,13647003525184;Kafi;160;372;368;4
KZM2;KIKONZI MUFWENGE;;-4,570654;17,966087;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,10626296035612;Kafi;165;371;368;3
KZM2;KIKONZI MUFWENGE;;-4,570654;17,966087;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,10626296035612;Kafi;165;371;368;3
KZM3;KIKONZI MUFWENGE;;-4,570434;17,96585;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,079441059144;Kafi;167;371;368;3
KZM3;KIKONZI MUFWENGE;;-4,570434;17,96585;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,079441059144;Kafi;167;371;368;3
KZM4;KIKONZI MUFWENGE;;-4,570322;17,965576;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;1;0;;2,06446511115812;Kafi;181;371;368;3
KZM4;KIKONZI MUFWENGE;;-4,570322;17,965576;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,06446511115812;Kafi;181;371;368;3
KZM5;KIKONZI MUFWENGE;;-4,573083;17,959508;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,41735587703559;Kafi;132;442;368;74
KZM5;KIKONZI MUFWENGE;;-4,573083;17,959508;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,41735587703559;Kafi;132;442;368;74
KZM6;KIKONZI MUFWENGE;;-4,573453;17,959548;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,45645394566049;Kafi;149;443;368;75
KZM6;KIKONZI MUFWENGE;;-4,573453;17,959548;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,45645394566049;Kafi;149;443;368;75
KZM7;KIKONZI MUFWENGE;;-4,57381;17,959579;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,49441012330257;Kafi;152;447;368;79
KZM7;KIKONZI MUFWENGE;;-4,57381;17,959579;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,49441012330257;Kafi;152;447;368;79
KZM8;KIKONZI MUFWENGE;;-4,574209;17,959606;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;2,53705859140088;Kafi;148;448;368;80
KZM8;KIKONZI MUFWENGE;;-4,574209;17,959606;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Case;0;0;0;;2,53705859140088;Kafi;148;448;368;80
LUL01;Lulau;;-4,304322;17,918196;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,85762744135058;Lukula;165;435;350;85
LUL02;Lulau;;-4,304541;17,917349;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,85713254180048;Lukula;160;432;350;82
LUL03;Lulau;;-4,303661;17,917278;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,95305030175036;Lukula;173;435;350;85
LUL04;Lulau;;-4,303431;17,918263;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,9523442717937;Lukula;169;433;350;83
LUL05;Lulau;;-4,303418;17,919687;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,92764922790613;Lukula;155;427;350;77
LUL06;Lulau;;-4,301966;17,917559;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,12734782145261;Lukula;175;433;350;83
LUL07;Lulau;;-4,300963;17,916513;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,26321831920037;Lukula;189;435;350;85
LUL08;Lulau;;-4,299155;17,915805;Village;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,47687192126812;Lukula;180;434;350;84
LUL09;Lulau;;-4,299649;17,925501;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,19817086097733;Lukula;162;354;350;4
LUL1;LULAU;;-4,831917;18,118756;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;18,1077402305949;Kafi;2556;620;390;230
LUL1;LULAU;;-4,831917;18,118756;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;18,1077402305949;Kafi;2556;620;390;230
LUL10;Lulau;;-4,299292;17,926166;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,19813816334635;Lukula;138;354;350;4
LUL11;Lulau;;-4,298404;17,927447;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,22746635255369;Lukula;140;354;350;4
LUL12;Lulau;;-4,299345;17,927476;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,13052485899047;Lukula;125;355;350;5
LUL13;Lulau;;-4,305733;17,911075;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;2,03359664952444;Lukula;201;355;350;5
LUL14;Lulau;;-4,306584;17,910669;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,98380274409285;Lukula;175;355;350;5
LUL15;Lulau;;-4,307769;17,910769;Fishpond;Selby August 2016;8/25/16;1;1;Selby August 2016;8/25/16;8/27/16;OUT;0;1;0;;1,87406525301014;Lukula;153;355;350;5
LUL16;Lulau;;-4,306992;17,910963;Fishpond;Selby August 2016;8/25/16;1;0;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;;1,92813560265152;Lukula;175;355;350;5
LUL2;LULAU;;-4,307031;17,910757;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,93865905198518;Lukula;159;355;350;5
LUL2;LULAU;;-4,307031;17,910757;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,93865905198518;Lukula;159;355;350;5
LUL3;LULAU;;-4,307932;17,910777;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,85959963225042;Lukula;145;355;350;5
LUL3;LULAU;;-4,307932;17,910777;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,85959963225042;Lukula;145;355;350;5
LUL4;LULAU;;-4,308748;17,910385;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,82026007713232;Lukula;137;355;350;5
LUL4;LULAU;;-4,308748;17,910385;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,82026007713232;Lukula;137;355;350;5
LUL5;LULAU;;-4,305102;17,917137;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,80417526982962;Lukula;159;431;350;81
LUL5;LULAU;;-4,305102;17,917137;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,80417526982962;Lukula;159;431;350;81
LUL6;LULAU;;-4,304314;17,917573;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,87484783195571;Lukula;153;431;350;81
LUL6;LULAU;;-4,304314;17,917573;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,87484783195571;Lukula;153;431;350;81
LUL7;LULAU;;-4,303447;17,91735;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,96371390740827;Lukula;116;434;352;82
LUL7;LULAU;;-4,303447;17,91735;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,96371390740827;Lukula;116;434;352;82
LUL8;LULAU;;-4,302734;17,917905;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Case;0;0;0;;1,92758497880986;Lukula;122;432;352;80
LUL8;LULAU;;-4,302734;17,917905;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Case;0;0;0;;1,92758497880986;Lukula;122;432;352;80
MAL01;MALELE;;-4,316979;17,830055;River;May 2017 Survey;5/14/17;2;1;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,72365430501729;Lukula;648;350;350;0
MAL01;MALELE;;-4,316979;17,830055;River;May 2017 Survey;5/14/17;2;1;May 2017 Survey;5/14/17;5/16/17;OUT;0;1;0;PNLTHA trap;9,72365430501729;Lukula;648;350;350;0
MAL02;MALELE;;-4,317222;17,829245;River;May 2017 Survey;5/14/17;2;0;May 2017 Survey;5/14/17;5/16/17;OUT;0;0;0;PNLTHA trap;9,80956392694153;Lukula;677;353;350;3
MAL02;MALELE;;-4,317222;17,829245;River;May 2017 Survey;5/14/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,80956392694153;Lukula;677;353;350;3
MAL03;MALELE;;-4,317394;17,828672;River;May 2017 Survey;5/14/17;2;1;May 2017 Survey;5/14/17;5/16/17;OUT;0;1;0;PNLTHA trap;9,87042293552932;Lukula;697;351;350;1
MAL03;MALELE;;-4,317394;17,828672;River;May 2017 Survey;5/14/17;2;1;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,87042293552932;Lukula;697;351;350;1
MAL04;MALELE;;-4,317567;17,828122;River;May 2017 Survey;5/14/17;2;2;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,92880408508391;Lukula;685;355;350;5
MAL04;MALELE;;-4,317567;17,828122;River;May 2017 Survey;5/14/17;2;2;May 2017 Survey;5/14/17;5/16/17;OUT;0;2;0;PNLTHA trap;9,92880408508391;Lukula;685;355;350;5
MAL05;MALELE;;-4,316745;17,827535;River;May 2017 Survey;5/14/17;2;0;May 2017 Survey;5/14/17;5/16/17;OUT; ; ; ;PNLTHA trap - trap stolen;10,0044300991504;Lukula;670;356;350;6
MAL05;MALELE;;-4,316745;17,827535;River;May 2017 Survey;5/14/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;10,0044300991504;Lukula;670;356;350;6
MAL06;MALELE;;-4,316585;17,827928;River;May 2017 Survey;5/14/17;2;0;May 2017 Survey;5/14/17;5/16/17;OUT;0;0;0;PNLTHA trap ;9,96337219378844;Lukula;648;350;350;0
MAL06;MALELE;;-4,316585;17,827928;River;May 2017 Survey;5/14/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,96337219378844;Lukula;648;350;350;0
MAL07;MALELE;;-4,316227;17,828668;River;May 2017 Survey;5/14/17;2;9;Inzia T0;7/9/17;7/11/17;OUT;1;0;0;;9,88703198624457;Lukula;642;350;350;0
MAL07;MALELE;;-4,316227;17,828668;River;May 2017 Survey;5/14/17;2;9;May 2017 Survey;5/14/17;5/16/17;OUT;2;6;0;PNLTHA trap;9,88703198624457;Lukula;642;350;350;0
MAL08;MALELE;;-4,316107;17,82915;River;May 2017 Survey;5/14/17;2;0;May 2017 Survey;5/14/17;5/16/17;OUT;0;0;0;PNLTHA trap;9,83576181971262;Lukula;656;350;350;0
MAL08;MALELE;;-4,316107;17,82915;River;May 2017 Survey;5/14/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;9,83576181971262;Lukula;656;350;350;0
MAN01;Mani;;-4,494907;17,686651;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,9877405108075;Lukula;2487;358;367;-9
MAN01M;MANI;;-4,494087;17,692579;Tributary;May 2017 Survey;5/12/17;1;0;May 2017 Survey;5/12/17;5/14/17;OUT;0;0;0;;23,397718873855;Lukula;2322;365;367;-2
MAN02;Mani;;-4,495163;17,686555;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,988560029335;Lukula;2453;358;367;-9
MAN02M;MANI;;-4,494106;17,692312;Tributary;May 2017 Survey;5/12/17;1;0;May 2017 Survey;5/12/17;5/14/17;OUT;0;0;0;;23,4248806448933;Lukula;2350;367;367;0
MAN03;Mani;;-4,495327;17,686361;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;24,0030100361159;Lukula;2457;358;367;-9
MAN03M;MANI;;-4,494305;17,69212;Tributary;May 2017 Survey;5/12/17;1;0;May 2017 Survey;5/12/17;5/14/17;OUT;0;0;0;;23,4374842754546;Lukula;2450;367;367;0
MAN04;Mani;;-4,49503;17,686782;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,9695522970556;Lukula;2487;358;367;-9
MAN04M;MANI;;-4,494742;17,69202;Tributary;May 2017 Survey;5/12/17;1;0;May 2017 Survey;5/12/17;5/14/17;OUT;0;0;0;;23,4316547208591;Lukula;2511;364;367;-3
MAN05;Mani;;-4,495065;17,686973;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,9482553245314;Lukula;2486;361;367;-6
MAN05M;MANI;;-4,494918;17,692047;Tributary;May 2017 Survey;5/12/17;1;0;May 2017 Survey;5/12/17;5/14/17;OUT;0;0;0;;23,4223018043064;Lukula;2551;364;367;-3
MAN06;Mani;;-4,495095;17,687224;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,9208478784652;Lukula;2483;364;367;-3
MAN07;Mani;;-4,495148;17,687442;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,8960691213715;Lukula;2473;360;367;-7
MAN08;Mani;;-4,495127;17,687586;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;23,8817309904899;Lukula;2491;362;367;-5
MB01;Mokamo Ponds B;;-4,347188;17,953753;Pond;;7/24/17;1;0;;7/24/17;7/25/17;;0;0;0;;0,478280292307892;Ponds;109;404;387;17
MB02;Mokamo Ponds B;;-4,347233;17,953051;Pond;;7/24/17;1;2;;7/24/17;7/25/17;;1;1;0;;0,446865716639961;Ponds;93;398;387;11
MB03;Mokamo Ponds B;;-4,347061;17,952506;Pond;;7/24/17;1;0;;7/24/17;7/25/17;;0;0;0;;0,453411187435025;Ponds;68;395;387;8
MB04;Mokamo Ponds B;;-4,3478;17,952297;Pond;;7/24/17;1;1;;7/24/17;7/25/17;;1;0;0;;0,369563107916736;Ponds;66;395;387;8
MB05;Mokamo Ponds B;;-4,348606;17,951819;Pond;;7/24/17;1;3;;7/24/17;7/25/17;;0;3;0;;0,279170546001948;Ponds;41;398;387;11
MB06;Mokamo Ponds B;;-4,348982;17,951178;Pond;;7/24/17;1;2;;7/24/17;7/25/17;;0;2;0;;0,252895098130718;Ponds;38;393;387;6
MB07;Mokamo Ponds B;;-4,349599;17,950768;Pond;;7/24/17;1;0;;7/24/17;7/25/17;;0;0;0;;0,201997446310608;Ponds;7;391;384;7
MB08;Mokamo Ponds B;;-4,350431;17,950749;Pond;;7/24/17;1;0;;7/24/17;7/25/17;;0;0;0;;0,109973367876995;Ponds;6;390;384;6
MB09;Mokamo Ponds B;;-4,351406;17,95077;Pond;;7/24/17;1;1;;7/24/17;7/25/17;;1;0;0;;0,00624693707107648;Ponds;0;384;384;0
MB10;Mokamo Ponds B;;-4,347275;17,953967;Pond;;7/24/17;1;2;;7/24/17;7/25/17;;2;0;0;;0,480028420380629;Ponds;123;404;387;17
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T7;4/30/17;5/2/17;IN;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T2;2/8/16;2/10/16;IN;1;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T4;7/25/16;7/27/16;IN;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T3;4/25/16;4/27/16;IN;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T0;6/29/15;7/1/15;IN;17;10;0;; ; ; ;390; ; 
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T1;11/23/15;11/25/15;IN;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28;T8;7/19/17;7/21/17;IN;0;0;0;;0,00443572688033307;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T5;11/1/16;11/3/16;3 deployments;0;0;1;;0,0237937535897788;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T4;7/25/16;7/27/16;IN;0;0;0;;0,0237937535897788;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T0;6/29/15;7/1/15;IN;0;0;0;; ; ; ;390; ; 
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T8;7/19/17;7/21/17;IN;0;0;0;;0,0237937535897788;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T1;11/23/15;11/25/15;IN;1;1;0;;0,028324983872632;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T2;2/8/16;2/10/16;IN;0;0;0;;0,0237937535897788;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T3;4/25/16;4/27/16;IN;0;0;0;;0,0237937535897788;Kafi;0;390;390;0
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3;T7;4/30/17;5/2/17;IN;0;0;0;;0,0237937535897788;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T1;11/23/15;11/25/15;IN;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T0;6/29/15;7/1/15;IN;0;0;0;; ; ; ;390; ; 
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T4;7/25/16;7/27/16;IN;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T3;4/25/16;4/27/16;IN;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T2;2/8/16;2/10/16;IN;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T7;4/30/17;5/2/17;IN;0;0;0;;0,0147491924515755;Kafi;0;390;390;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0;T8;7/19/17;7/21/17;IN;0;0;0;;0,00592830926045215;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T4;7/25/16;7/27/16;IN;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T8;7/19/17;7/21/17;IN;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T7;4/30/17;5/2/17;IN;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T2;2/8/16;2/10/16;IN;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T1;11/23/15;11/25/15;IN;1;1;0;;0,0391224115014234;Kafi;0;390;390;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T0;6/29/15;7/1/15;IN;0;0;0;; ; ; ;390; ; 
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2;T3;4/25/16;4/27/16;IN;0;0;0;;0,0389147382091126;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T7;4/30/17;5/2/17;IN;0;0;0;;0,0207861697319784;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T8;7/19/17;7/21/17;IN;0;0;0;;0,0207861697319784;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0207861697319784;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T2;2/8/16;2/10/16;IN;0;0;0;;0,0207861697319784;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T4;7/25/16;7/27/16;IN;0;0;0;;0,0207861697319784;Kafi;0;390;390;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0;T0;6/29/15;7/1/15;IN;0;0;0;; ; ; ;390; ; 
