Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
KIT3;KITOY VILLAGE;;-4,403501;17,845817;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38326297488278;Lukula;1667;391;352;39
KIT3;KITOY VILLAGE;;-4,403501;17,845817;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,38326297488278;Lukula;1667;391;352;39
KIT4;KITOY VILLAGE;;-4,404348;17,846146;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,38495626703639;Lukula;1716;398;352;46
KIT4;KITOY VILLAGE;;-4,404348;17,846146;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38495626703639;Lukula;1716;398;352;46
KIT5;KITOY VILLAGE;;-4,391094;17,840972;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,28768048699605;Lukula;1465;509;353;156
KIT5;KITOY VILLAGE;;-4,391094;17,840972;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,29237820189102;Lukula;1463;509;353;156
KIT6;KITOY VILLAGE;;-4,391354;17,84011;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38669594190454;Lukula;1482;510;353;157
KIT6;KITOY VILLAGE;;-4,391354;17,84011;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,39138195760285;Lukula;1492;510;353;157
KIT7;KITOY VILLAGE;;-4,39202;17,839501;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,47871125384074;Lukula;1475;510;353;157
KIT7;KITOY VILLAGE;;-4,39202;17,839501;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,48343112899963;Lukula;1463;510;353;157
KIT8;KITOY VILLAGE;;-4,392651;17,838846;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,57389903825955;Lukula;1450;510;353;157
KIT8;KITOY VILLAGE;;-4,392651;17,838846;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,57864722392574;Lukula;1460;510;353;157
KIV01;Kivima;;-4,74838;18,107769;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,8340767052536;Kafi;2268;590;390;200
KIV02;Kivima;;-4,723997;18,110509;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,8014451169441;Kafi;2115;441;382;59
KIV03;Kivima;;-4,724792;18,111062;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9016270123051;Kafi;2201;443;382;61
KIV04;Kivima;;-4,725497;18,111575;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9604421604207;Kafi;1809;441;390;51
KIV05;Kivima;;-4,730323;18,112756;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1141807815909;Kafi;1943;549;390;159
KIV06;Kivima;;-4,731221;18,112698;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1142163586743;Kafi;2064;554;390;164
KIV07;Kivima;;-4,731666;18,111909;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,0303692579262;Kafi;2044;560;390;170
KIV08;Kivima;;-4,732292;18,111255;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9632168525836;Kafi;2078;562;390;172
KIV09;Kivima;;-4,735202;18,122875;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,2750765153797;Kafi;2409;455;390;65
KIV10;Kivima;;-4,736044;18,123454;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,34786252539;Kafi;2413;449;390;59
KIV11;Kivima;;-4,736692;18,124575;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,4787508609226;Kafi;2333;443;390;53
KIV12;Kivima;;-4,736382;18,12238;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,2330140167075;Kafi;2285;449;390;59
KIV13;Kivima;;-4,732584;18,113746;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2412527037591;Kafi;2104;556;390;166
KIV14;Kivima;;-4,731467;18,113472;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2017643850111;Kafi;2077;553;390;163
KIV15;Kivima;;-4,730456;18,113543;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2022350815288;Kafi;1912;550;390;160
KIV16;Kivima;;-4,732891;18,112603;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1175700541193;Kafi;2153;559;390;169
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T8;7/19/17;7/21/17;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T7;4/30/17;5/2/17;OUT;0;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T1;11/28/15;11/30/15;OUT;0;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T6;2/11/17;2/13/17;OUT;2;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T0;9/15/15;9/16/15;OUT;0;2;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T4;7/27/16;7/29/16;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T5;11/1/16;11/3/16;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;Kimputu;;-4,666049;18,038616;;T0;9/15/15;8;8;T3;4/26/16;4/28/16;OUT;1;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T1;11/28/15;11/30/15;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T5;11/1/16;11/3/16;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T8;7/19/17;7/21/17;OUT;1;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T3;4/26/16;4/28/16;OUT;0;2;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T4;7/27/16;7/29/16;OUT; ; ; ;Missing;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T0;9/15/15;9/16/15;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T6;2/11/17;2/13/17;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;Kimputu;;-4,665878;18,038461;;T0;9/15/15;8;3;T7;4/30/17;5/2/17;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T1;11/28/15;11/30/15;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T0;9/15/15;9/16/15;OUT;1;2;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T3;4/26/16;4/28/16;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T5;11/1/16;11/3/16;OUT;0;1;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T7;4/30/17;5/2/17;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T6;2/11/17;2/13/17;OUT; ; ; ;Missing;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T8;7/19/17;7/21/17;OUT;5;1;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;Kimputu;;-4,665552;18,037775;;T0;9/15/15;8;10;T4;7/27/16;7/29/16;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T7;4/30/17;5/2/17;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T1;11/28/15;11/30/15;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T0;9/15/15;9/16/15;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T5;11/1/16;11/3/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T4;7/27/16;7/29/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T8;7/19/17;7/21/17;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T3;4/26/16;4/28/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;Kimputu;;-4,663815;18,035701;;T0;9/15/15;8;0;T6;2/11/17;2/13/17;OUT; ; ; ;Missing;3,30523537831058;Kafi;437;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T7;4/30/17;5/2/17;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T4;7/27/16;7/29/16;OUT;0;1;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T1;11/28/15;11/30/15;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T6;2/11/17;2/13/17;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T3;4/26/16;4/28/16;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T0;9/15/15;9/16/15;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T8;7/19/17;7/21/17;OUT;1;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;Kimputu;;-4,663749;18,035595;;T0;9/15/15;8;3;T5;11/1/16;11/3/16;OUT;0;1;0;;3,29171366227018;Kafi;431;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T7;4/30/17;5/2/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T6;2/11/17;2/13/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T5;11/1/16;11/3/16;OUT;1;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T4;7/27/16;7/29/16;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T0;9/15/15;9/16/15;OUT;1;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T3;4/26/16;4/28/16;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T1;11/28/15;11/30/15;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;Kimputu;;-4,661706;18,034833;;T0;9/15/15;8;2;T8;7/19/17;7/21/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T8;7/19/17;7/21/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T7;4/30/17;5/2/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T0;9/15/15;9/16/15;OUT;0;1;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T6;2/11/17;2/13/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T1;11/28/15;11/30/15;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T4;7/27/16;7/29/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T3;4/26/16;4/28/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;Kimputu;;-4,661619;18,034956;;T0;9/15/15;8;1;T5;11/1/16;11/3/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T3;4/26/16;4/28/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T8;7/19/17;7/21/17;OUT;1;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T4;7/27/16;7/29/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T6;2/11/17;2/13/17;OUT;0;1;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T7;4/30/17;5/2/17;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T0;9/15/15;9/16/15;OUT;0;0;0;;2,99560471796732;Kafi;327;397;382;15
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T1;11/28/15;11/30/15;OUT;0;0;0;;2,99560471796732;Kafi;327;397;382;15
KPT08;Kimputu;;-4,660071;18,033895;;T0;9/15/15;8;2;T5;11/1/16;11/3/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KW1;KIWAWA FIOTI;;-4,695231;17,945238;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,64187002323412;Lake Zwa;347;437;394;43
KW1;KIWAWA FIOTI;;-4,695231;17,945238;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,64187002323412;Lake Zwa;347;437;394;43
KW101;KIMWANZA 1;;-4,354802;17,767004;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5807102842232;Lukula;1531;353;351;2
KW101A;KIMWANZA 1;;-4,354437;17,766944;River;Inzia T0;7/10/17;1;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5864304382442;Lukula;1626;353;351;2
KW101M;KIMWANZA 1;;-4,354802;17,767004;River;May 2017 Survey;5/13/17;1;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5807102842232;Lukula;1531;353;351;2
KW101MA;KIMWANZA 1;;-4,354437;17,766944;River;May 2017 Survey;5/13/17;1;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5864304382442;Lukula;1626;353;351;2
KW103;KIMWANZA 1;;-4,354003;17,766742;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,6078610054716;Lukula;1477;353;351;2
KW103;KIMWANZA 1;;-4,354003;17,766742;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6078610054716;Lukula;1477;353;351;2
KW104;KIMWANZA 1;;-4,353687;17,766454;River;May 2017 Survey;5/13/17;2;1;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,639193760843;Lukula;1483;353;351;2
KW104;KIMWANZA 1;;-4,353687;17,766454;River;May 2017 Survey;5/13/17;2;1;May 2017 Survey;5/13/17;5/15/17;OUT;0;1;0;PNLTHA trap;16,639193760843;Lukula;1483;353;351;2
KW105;KIMWANZA 1;;-4,356673;17,767075;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5791853562311;Lukula;1788;353;351;2
KW105;KIMWANZA 1;;-4,356673;17,767075;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5791853562311;Lukula;1788;353;351;2
KW106;KIMWANZA 1;;-4,358928;17,767923;Pond;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,4962689923522;Lukula;1830;353;351;2
KW106;KIMWANZA 1;;-4,358928;17,767923;Pond;May 2017 Survey;5/13/17;2;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,4962689923522;Lukula;1830;353;351;2
KW107;KIMWANZA 1;;-4,357002;17,765749;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,7276433876156;Lukula;1776;353;351;2
KW107;KIMWANZA 1;;-4,357002;17,765749;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,7276433876156;Lukula;1776;353;351;2
KW108;KIMWANZA 1;;-4,356591;17,766118;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6850098994066;Lukula;1680;353;351;2
KW108;KIMWANZA 1;;-4,356591;17,766118;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,6850098994066;Lukula;1680;353;351;2
KW109;KIMWANZA 1;;-4,355753;17,766372;River;May 2017 Survey;5/13/17;1;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6537349364895;Lukula;1644;353;351;2
KW110;KIMWANZA 1;;-4,355113;17,766293;River;May 2017 Survey;5/13/17;1;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6604806848892;Lukula;1687;353;351;2
KW2;KIWAWA FIOTI;;-4,69435;17,945095;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,69223269266382;Lake Zwa;386;418;394;24
KW2;KIWAWA FIOTI;;-4,69435;17,945095;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,69223269266382;Lake Zwa;386;418;394;24
KW3;KIWAWA FIOTI;;-4,693641;17,94564;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,66781026285994;Lake Zwa;368;406;394;12
KW3;KIWAWA FIOTI;;-4,693641;17,94564;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,66781026285994;Lake Zwa;368;406;394;12
KW4;KIWAWA FIOTI;;-4,692768;17,945874;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,68583961097891;Lake Zwa;341;407;394;13
KW4;KIWAWA FIOTI;;-4,692768;17,945874;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,68583961097891;Lake Zwa;341;407;394;13
KW5;KIWAWA FIOTI;;-4,692372;17,946686;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,62594492802648;Lake Zwa;354;402;394;8
KW5;KIWAWA FIOTI;;-4,692372;17,946686;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,62594492802648;Lake Zwa;354;402;394;8
KW6;KIWAWA FIOTI;;-4,691805;17,947383;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,58909115626504;Lake Zwa;300;404;394;10
KW6;KIWAWA FIOTI;;-4,691805;17,947383;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,58909115626504;Lake Zwa;300;404;394;10
KW7;KIWAWA FIOTI;;-4,691198;17,948058;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,56001618347834;Lake Zwa;272;398;394;4
KW7;KIWAWA FIOTI;;-4,691198;17,948058;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,56001618347834;Lake Zwa;272;398;394;4
KW8;KIWAWA FIOTI;;-4,691446;17,948928;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,46398884098423;Lake Zwa;264;398;394;4
KW8;KIWAWA FIOTI;;-4,691446;17,948928;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,46398884098423;Lake Zwa;264;398;394;4
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;1,67386864643348;Lukula;253;379;374;5
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;1,67386864643348;Lukula;253;379;374;5
KWM1;KIWAWA MASIA;;-4,706671;17,910669;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;1,67386864643348;Lukula;253;379;374;5
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;1,70610428937806;Lukula;255;379;374;5
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;1,70610428937806;Lukula;255;379;374;5
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;1,70610428937806;Lukula;255;379;374;5
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;1,75785177082273;Lukula;281;379;374;5
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;1,75785177082273;Lukula;281;379;374;5
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;1,75785177082273;Lukula;281;379;374;5
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;1,78864828259438;Lukula;303;379;374;5
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;1,78864828259438;Lukula;303;379;374;5
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0;PAUL AND RICHARDS' VILLAGES;3/7/17;3/9/17;Control;0;0;0;;1,78864828259438;Lukula;303;379;374;5
